Image Name,Train Caption,Augmented Train Caption
shiba_inu_10.jpg,a photograph of a dog sitting on the ground looking up,a photograph of a dog sitting on the ground with its head up
Sphynx_199.jpg,a photograph of a cat with a very large head laying on a leather chair,a photograph of a cat laying on a leather chair with its head turned
scottish_terrier_147.jpg,a photograph of a black dog with a red bandanna on a couch,a photograph of a black dog with a red bandanna on its neck
havanese_173.jpg,a photograph of a dog laying on the floor next to a tape measure,a photograph of a dog laying on the floor next to a measuring tape
keeshond_170.jpg,a photograph of a dog sitting on a red couch with its paws up,a photograph of a small dog is laying on a red pillow
Maine_Coon_213.jpg,a photograph of a cat sitting on a carpet in a room,a photograph of a cat sitting on top of a computer keyboard
leonberger_158.jpg,a photograph of a dog laying on the floor next to a chair,a photograph of a dog laying on the floor under a chair
havanese_164.jpg,a photograph of a dog is running in the grass with a red leash,a photograph of a small dog is walking on a leash
havanese_145.jpg,a photograph of a black dog laying on a red surface,a photograph of a black dog laying on a red surface
chihuahua_13.jpg,a photograph of a small dog standing on a wooden bench,a photograph of a small dog with a blue tag on it's collar
saint_bernard_158.jpg,a photograph of a man is petting a large dog in a store,a photograph of a man is petting a large dog in a store
chihuahua_153.jpg,a photograph of a small white dog sitting on a bed,a photograph of a small white dog with a pink ears
Bengal_162.jpg,a photograph of a cat laying on a couch with a cat laying on it,a photograph of a cat laying on a couch in a room
pomeranian_100.jpg,a photograph of a dog standing in the snow with a white background,a photograph of a small dog standing on a white surface
newfoundland_106.jpg,a photograph of a black dog running across a lush green field,a photograph of a black dog running across a lush green field
english_cocker_spaniel_177.jpg,a photograph of a dog laying on the floor next to a bowl,a photograph of a dog sticking its tongue out while sitting in a box
Bombay_19.jpg,a photograph of a black cat sitting on a ledge outside,a photograph of a black cat sitting on a tiled floor
Abyssinian_173.jpg,a photograph of a cat laying on a couch with a name on it,a photograph of a cat laying on top of a suitcase
yorkshire_terrier_127.jpg,a photograph of a small dog sitting in a pink dog bed,a photograph of a small dog laying on a blanket on a floor
boxer_190.jpg,a photograph of a dog with a sad look on its face,a photograph of a dog with a sad look on his face
basset_hound_175.jpg,a photograph of a dog sitting on a hard wood floor,a photograph of a dog sitting on a hard wood floor
miniature_pinscher_102.jpg,a photograph of a dog laying on a bed with a red collar,a photograph of a brown dog with a red collar sitting on a chair
wheaten_terrier_173.jpg,a photograph of a dog sitting on a rug in a living room,a photograph of a small white dog standing on a rug
english_setter_149.jpg,a photograph of a dog standing on a wooden deck next to a pair of shoes,a photograph of a white dog standing on a wooden deck
english_setter_173.jpg,a photograph of a dog sitting on the floor in a cage,a photograph of a dog sitting in a cage with a leash
Bombay_179.jpg,a photograph of a black cat with a pink collar and tag,a photograph of a black cat with a pink collar and a tag
beagle_137.jpg,a photograph of a dog laying on a bed with its head on the pillow,a photograph of a dog laying on its back on a bed
pug_130.jpg,a photograph of a pug dog looking up at the camera,a photograph of a pug dog looking up at the camera
scottish_terrier_116.jpg,a photograph of a small black dog sitting on a carpet,a photograph of a small black dog with blue eyes sitting on a carpet
newfoundland_134.jpg,a photograph of a black dog sitting on top of a red boat,a photograph of a black dog with its tongue out standing on a snow covered street
Egyptian_Mau_155.jpg,a photograph of a cat looking up at something in the distance,a photograph of a cat looking out of a window at something
english_setter_174.jpg,a photograph of a dog laying on the ground with a leash,a photograph of a dog laying on the sidewalk with its head on the ground
basset_hound_112.jpg,a photograph of a dog sitting in the snow with a frisbee,a photograph of a dog sitting in the snow looking up
miniature_pinscher_151.jpg,a photograph of a dog standing on a bed next to a cat,a photograph of a dog standing on a rug in a room
Bengal_102.jpg,a photograph of a cat sitting on top of a green blanket,a photograph of a cat sitting on a green blanket looking up
scottish_terrier_112.jpg,a photograph of a dog sitting on the floor in a room,a photograph of a dog is sitting on the floor in front of a computer
samoyed_187.jpg,a photograph of a white dog with a pink tongue sitting on a table,a photograph of a white dog with a yellow collar and a black nose
Sphynx_115.jpg,a photograph of a cat sitting in a bed with a black blanket,a photograph of a cat with a shirt on sitting on a bed
keeshond_131.jpg,a photograph of a dog laying on the floor next to a door,a photograph of a dog laying on the floor with its tongue out
yorkshire_terrier_136.jpg,a photograph of a small dog laying on the floor next to a laptop,a photograph of a small dog laying on a floor with its head on the floor
newfoundland_189.jpg,a photograph of a brown dog standing in a field with a man in the background,a photograph of a brown dog standing in a field next to a man
wheaten_terrier_118.jpg,a photograph of a man holding a dog in his arms,a photograph of a man holding a dog in his arms
scottish_terrier_113.jpg,a photograph of a dog laying on the floor in a room,a photograph of a dog is looking up at the camera
Sphynx_174.jpg,a photograph of a cat with a horned head laying on a bed,a photograph of a cat is sitting on a window sill
Bombay_14.jpg,a photograph of a black cat laying on a tiled floor,a photograph of a black cat laying on a stone floor
scottish_terrier_170.jpg,a photograph of a dog with a collar standing in the grass,a photograph of a black and white dog with a blue collar
miniature_pinscher_140.jpg,a photograph of a small dog is eating from a bowl,a photograph of a dog is sleeping on a carpet
miniature_pinscher_18.jpg,a photograph of a dog running in the grass with a frisbee,a photograph of a dog running in the grass with a frisbee
Sphynx_107.jpg,a photograph of a cat standing on a table next to a green glass,a photograph of a cat with a toothbrush in its mouth
Persian_139.jpg,a photograph of a cat with a very large face laying on a blanket,a photograph of a cat with a very big face and a black and white blanket
Egyptian_Mau_144.jpg,a photograph of a cat standing on its hind legs on a blue background,a photograph of a cat is standing on a blue surface
english_setter_129.jpg,a photograph of a dog laying on the ground with its tongue out,a photograph of a dog laying down on the ground with its tongue out
Abyssinian_138.jpg,a photograph of a cat laying on the floor next to a door,a photograph of a cat laying on a wooden floor looking up
wheaten_terrier_180.jpg,a photograph of a man sitting on a chair with a dog,a photograph of a man holding a dog on his lap
wheaten_terrier_175.jpg,a photograph of a dog laying on the floor with its head on the floor,a photograph of a dog laying on a couch with its head on the armrest
scottish_terrier_134.jpg,a photograph of a white dog laying on a tiled floor,a photograph of a white dog sitting on a wooden floor
yorkshire_terrier_118.jpg,a photograph of a small dog sitting on the floor with a collar around its neck,a photograph of a small dog with a collar on sitting on the floor
beagle_142.jpg,a photograph of two people holding a dog in front of a mirror,a photograph of two women holding a dog in front of a mirror
newfoundland_126.jpg,a photograph of a large black dog standing on a sidewalk,a photograph of a large black dog standing on a sidewalk
Ragdoll_182.jpg,a photograph of a cat sitting on top of a cat tree,a photograph of a fluffy cat is sitting on a cat tree
Siamese_115.jpg,a photograph of a cat sitting on a tile floor looking at the camera,a photograph of a siamese cat sitting on a tile floor
Ragdoll_137.jpg,a photograph of a cat sitting on the floor looking at the camera,a photograph of a cat with blue eyes is sitting on the floor
Bengal_110.jpg,a photograph of a cat sitting on a red blanket on a couch,a photograph of a cat sitting on a red blanket looking at the camera
shiba_inu_121.jpg,a photograph of a dog sitting in the grass with a red collar,a photograph of a dog with a red collar sitting in the grass
beagle_168.jpg,a photograph of a dog with green eyes sitting on the floor,a photograph of a dog with a green eye and a black nose
staffordshire_bull_terrier_149.jpg,a photograph of a dog chewing on a bone in the grass,a photograph of a dog laying on the grass chewing on a toy
havanese_135.jpg,a photograph of a dog with a long hair sitting on a tiled floor,a photograph of a dog with a shaggy haircut sitting on a floor
miniature_pinscher_166.jpg,a photograph of a dog laying on a rug on the floor,a photograph of a dog laying on a rug on the floor
staffordshire_bull_terrier_10.jpg,a photograph of a dog laying in the grass with its tongue out,a photograph of a dog laying in the grass with its tongue out
Sphynx_201.jpg,a photograph of a cat with blue eyes looking at another cat,a photograph of a cat with blue eyes looking at the camera
newfoundland_184.jpg,a photograph of a black dog standing on a stone walkway,a photograph of a black dog standing on a dirt road
Birman_137.jpg,a photograph of a cat sitting in the grass near a tree,a photograph of a cat sitting in the grass near a tree
Russian_Blue_156.jpg,a photograph of a cat sitting in front of a fence,a photograph of a cat with a sad look on its face
great_pyrenees_102.jpg,a photograph of a white dog sitting in the grass with a frisbee,a photograph of a white dog is standing in the grass
Siamese_117.jpg,a photograph of a siamese cat with blue eyes sitting on a chair,a photograph of a siamese cat with blue eyes laying on a table
British_Shorthair_130.jpg,a photograph of a cat sitting on a window sill looking out,a photograph of a cat with yellow eyes looking at the camera
american_bulldog_168.jpg,a photograph of a dog laying on a couch with a cone on its head,a photograph of a dog laying on a bed with a cone on its head
basset_hound_180.jpg,a photograph of a dog laying on a dog bed with a yellow wall behind it,a photograph of a dog laying on a blanket with a brown blanket
wheaten_terrier_127.jpg,a photograph of a dog sitting on a mat in a room,a photograph of a dog sitting on the floor next to a wall
great_pyrenees_134.jpg,a photograph of a white dog walking on a sidewalk next to a pool,a photograph of a white dog walking on a sidewalk next to a pool
Siamese_158.jpg,a photograph of a siamese cat laying on the floor in a living room,a photograph of a siamese cat with blue eyes laying on the floor
yorkshire_terrier_122.jpg,a photograph of a small dog with a yellow bow on its head,a photograph of a small dog with a yellow bow on its head
japanese_chin_168.jpg,a photograph of a black and white dog sitting on a rug,a photograph of a black and white dog with a collar on
newfoundland_162.jpg,a photograph of a black dog with a pink collar and a pink collar,a photograph of a black dog with a black face and a black nose
yorkshire_terrier_132.jpg,a photograph of a small dog sitting on a bed with a pillow,a photograph of a small dog sitting on a bed with a pillow
saint_bernard_169.jpg,a photograph of a dog laying on the floor in a room,a photograph of a dog laying on the floor with its head on the floor
leonberger_189.jpg,a photograph of a dog standing in the snow with a collar on,a photograph of a dog with a collar on standing in the snow
Russian_Blue_132.jpg,a photograph of a cat sitting on a leather chair with a roll of leather,a photograph of a cat sitting in a box looking up
Egyptian_Mau_181.jpg,a photograph of a cat sitting on a purple cloth on a purple table,a photograph of a cat sitting on a purple box with a purple background
great_pyrenees_160.jpg,a photograph of a large white dog laying on top of a lush green field,a photograph of a white dog laying on top of a lush green field
boxer_147.jpg,a photograph of a brown and white dog with blue eyes,a photograph of a dog laying on the floor with its head on the floor
pug_124.jpg,a photograph of a small pug sitting on a brick patio,a photograph of a pug dog sitting on a brick patio
miniature_pinscher_189.jpg,a photograph of a small dog laying on a couch with a pillow,a photograph of a dog laying on a blanket with its head up
newfoundland_129.jpg,a photograph of a dog walking on a dirt path in a field,a photograph of a fluffy dog standing in a field of grass
english_cocker_spaniel_128.jpg,a photograph of a dog laying on the floor in a kitchen,a photograph of a dog sitting on a tile floor in a kitchen
Birman_143.jpg,a photograph of a woman holding a cat with blue eyes,a photograph of a person holding a cat with blue eyes
shiba_inu_124.jpg,a photograph of a dog laying on the ground in a yard,a photograph of a dog laying on the ground in a yard
chihuahua_150.jpg,a photograph of a small dog standing on a sidewalk next to a toy,a photograph of a small dog standing on a sidewalk
Maine_Coon_207.jpg,a photograph of a cat sitting on a bed looking up,a photograph of a cat sitting on a chair looking at the camera
leonberger_130.jpg,a photograph of a dog standing on a field with a person standing behind it,a photograph of a dog is standing on the grass with a person
Ragdoll_188.jpg,a photograph of a cat sitting on a blue surface looking up,a photograph of a cat sitting on a blue surface looking up
Sphynx_143.jpg,a photograph of a cat with a very long tail and a very short tail,a photograph of a cat with a very long tail on a wooden floor
keeshond_114.jpg,a photograph of a dog laying on a rug in front of a brick wall,a photograph of a dog laying on a couch with a pillow
British_Shorthair_166.jpg,a photograph of a cat sitting on a wooden rail looking at the camera,a photograph of a cat sitting on a wooden rail
english_cocker_spaniel_133.jpg,a photograph of a black puppy is standing on the floor,a photograph of a black dog laying on a floor with its paws on the floor
samoyed_140.jpg,a photograph of a dog sitting on the grass with a person standing behind it,a photograph of a dog sitting on a leash in a field
boxer_142.jpg,a photograph of a dog laying on a chair with a pillow,a photograph of a dog laying on a chair with its head on a pillow
english_cocker_spaniel_11.jpg,a photograph of a dog sitting on the floor looking up,a photograph of a dog with a collar on sitting on a brown surface
British_Shorthair_17.jpg,a photograph of a gray cat with yellow eyes sitting on a window sill,a photograph of a cat with yellow eyes sitting on a window sill
Siamese_126.jpg,a photograph of a siamese cat sitting on a blue blanket,a photograph of a siamese cat with blue eyes laying on a blanket
american_bulldog_198.jpg,a photograph of a white puppy sitting in a blue tub,a photograph of a dog laying on a bed with a butterfly on it's back
British_Shorthair_183.jpg,a photograph of a cat laying on a rug in front of a fireplace,a photograph of a cat is sleeping in front of a fire place
shiba_inu_187.jpg,a photograph of a cat standing on its hind legs in a room,a photograph of a cat laying on its back on the floor
pug_185.jpg,a photograph of a black pug dog sitting on the ground,a photograph of a black pug dog with a pink tongue
saint_bernard_126.jpg,a photograph of a woman is hugging a dog on the porch,a photograph of a woman holding a dog on her lap
newfoundland_185.jpg,a photograph of a brown dog laying in the grass with its tongue out,a photograph of a brown dog with a shaggy hair on its head
Abyssinian_183.jpg,a photograph of a cat laying on a window sill looking at the camera,a photograph of a cat sitting on a ledge looking out a window
Bombay_103.jpg,a photograph of a black cat sitting on a white surface,a photograph of a black cat laying on a white blanket
pomeranian_133.jpg,a photograph of a small dog sitting in the back seat of a car,a photograph of a small dog sitting on a couch with its tongue out
english_cocker_spaniel_116.jpg,a photograph of a dog laying on a rug on a gravel ground,a photograph of a dog laying on a blanket on a rock ground
saint_bernard_114.jpg,a photograph of a large brown and white dog laying on a wooden floor,a photograph of a dog laying on a wooden floor with its head on the floor
samoyed_11.jpg,a photograph of a white dog standing in the grass with a red collar,a photograph of a white dog is standing in the grass
Egyptian_Mau_173.jpg,a photograph of a cat sitting on a vase with a ram head,a photograph of a cat sitting on a chair with a gold hat
basset_hound_167.jpg,a photograph of a dog is looking up at the camera,a photograph of a dog with a collar on sitting on a wooden floor
British_Shorthair_195.jpg,a photograph of a cat sitting in a bathroom sink next to a faucet,a photograph of a cat sitting in a sink with a toothbrush
Siamese_183.jpg,a photograph of a siamese cat with blue eyes sitting in a basket,a photograph of a siamese cat with blue eyes peeking out of a red basket
american_bulldog_107.jpg,a photograph of a dog sitting in a dog bed in a room,a photograph of a dog sitting on a bed with a mirror in the background
staffordshire_bull_terrier_130.jpg,a photograph of a black dog laying in the grass with a frisbee in its mouth,a photograph of a black dog laying in the grass with its tongue out
yorkshire_terrier_131.jpg,a photograph of a small dog sitting on a blue chair,a photograph of a small dog laying on a rug on a floor
Sphynx_198.jpg,a photograph of a cat with green eyes is peeking out of a blanket,a photograph of a cat with a very big ears is sitting in a blanket
pug_107.jpg,a photograph of a small dog standing in the woods near a tree,a photograph of a dog is standing on its hind legs
samoyed_147.jpg,a photograph of a dog standing on a leash in the grass,a photograph of a dog is sitting in the grass with its paws on the ground
British_Shorthair_174.jpg,a photograph of a cat laying in a laundry basket with clothes,a photograph of a cat laying in a laundry basket on a bed
havanese_153.jpg,a photograph of a black dog laying on a colorful blanket,a photograph of a black dog laying on a blanket on a floor
Abyssinian_16.jpg,a photograph of a cat laying on a bed with a gray blanket,a photograph of a cat laying on a bed with a black background
Siamese_131.jpg,a photograph of a siamese cat with blue eyes sitting on a red couch,a photograph of a siamese cat with blue eyes sitting on a red blanket
wheaten_terrier_12.jpg,a photograph of a shaggy dog with a blue leash on a leash,a photograph of a shaggy dog with a blue leash on a leash
wheaten_terrier_172.jpg,a photograph of a shaggy dog sitting on a rug in a room,a photograph of a dog laying on a rug with its tongue out
Egyptian_Mau_110.jpg,a photograph of a cat sitting on a red surface,a photograph of a cat laying on a red cushion on a black background
german_shorthaired_110.jpg,a photograph of a dog standing in a field of tall grass,a photograph of a dog laying in the grass with a frisbee in its mouth
shiba_inu_131.jpg,a photograph of a dog with a red collar sitting in front of a window,a photograph of a dog with a red collar is looking at the camera
boxer_123.jpg,a photograph of a dog is walking on the beach near the water,a photograph of a dog running on the beach near the water
miniature_pinscher_143.jpg,a photograph of a dog with a surprised look on its face,a photograph of a dog looking up at the sky with a blue background
Russian_Blue_131.jpg,a photograph of a cat is sitting on a chair in a window,a photograph of a cat laying on a window sill looking at the camera
english_setter_101.jpg,a photograph of a dog laying in the grass with its tongue out,a photograph of a dog laying on the grass in a yard
american_bulldog_120.jpg,a photograph of a white dog laying on a bed with a pink toy,a photograph of a white dog laying on a table with a pink toy
wheaten_terrier_143.jpg,a photograph of a dog standing on a red rug in a kitchen,a photograph of a dog standing on a red rug in a room
havanese_181.jpg,a photograph of a dog laying in the grass in front of a house,a photograph of a dog is standing in the grass outside
Ragdoll_162.jpg,a photograph of a person holding a white cat on a bed,a photograph of a person holding a white cat on a bed
Maine_Coon_109.jpg,a photograph of a white cat laying on a table next to a cup,a photograph of a white cat laying on a wooden table
english_cocker_spaniel_122.jpg,a photograph of a dog sitting on the grass next to a fire hydrant,a photograph of a dog sitting on the grass next to a fire hydrant
saint_bernard_10.jpg,a photograph of a large brown and white dog with a tongue sticking out,a photograph of a dog with its tongue out and its tongue hanging out
american_bulldog_183.jpg,a photograph of a dog laying in front of a fire place,a photograph of a dog laying in front of a fire place
Egyptian_Mau_104.jpg,a photograph of a cat standing on a window sill looking out,a photograph of a cat standing on a ledge looking at the camera
american_pit_bull_terrier_169.jpg,a photograph of a dog with a pink bandana on its neck,a photograph of a dog with a pink bandana on its neck
Siamese_122.jpg,a photograph of a siamese cat with blue eyes looking at the camera,a photograph of a cat with blue eyes looking up
saint_bernard_176.jpg,a photograph of a brown and white dog standing on a dirt field,a photograph of a brown and white dog standing on a dirt field
beagle_180.jpg,a photograph of a dog with a sad look on its face,a photograph of a dog laying on its back on a couch
chihuahua_156.jpg,a photograph of a small dog laying on a bed in a room,a photograph of a small dog wearing a sweater on a bed
Maine_Coon_102.jpg,a photograph of a kitten sitting on a carpet in a room,a photograph of a kitten is standing on a white blanket
Abyssinian_148.jpg,a photograph of a cat sleeping on a blanket in a room,a photograph of a cat laying on a blanket in a store
Abyssinian_15.jpg,"a photograph of a cat with a very large, round face",a photograph of a cat with a very big yellow eyes
saint_bernard_162.jpg,a photograph of a dog laying on a wooden deck with its paws on the ground,a photograph of a dog laying on a wooden deck with its paw on the ground
saint_bernard_101.jpg,a photograph of a dog sitting on a brick patio next to a window,a photograph of a dog sitting on a brick patio next to a flower pot
scottish_terrier_177.jpg,a photograph of a black dog laying on a brown leather couch,a photograph of a black dog laying on a brown leather couch
wheaten_terrier_167.jpg,a photograph of a man holding a shaggy dog on a wooden floor,a photograph of a man holding a dog in his arms
yorkshire_terrier_172.jpg,a photograph of a small dog sitting on a couch next to a christmas present,a photograph of a small dog sitting next to a christmas present
wheaten_terrier_170.jpg,a photograph of a dog standing on a tiled floor next to a person,a photograph of a dog standing on a tiled floor next to a table
Sphynx_178.jpg,a photograph of a cat sitting on a bed with a yellow curtain,a photograph of a sphy cat sitting on a bed
boxer_138.jpg,a photograph of a dog sitting in the grass next to a potted plant,a photograph of a dog is standing in front of a flower pot
chihuahua_109.jpg,a photograph of a woman kissing a small dog on a bed,a photograph of a person holding a small dog in their arms
newfoundland_104.jpg,a photograph of a dog laying in the grass next to a frisbee,a photograph of a dog laying in the grass with a frisbee
Egyptian_Mau_140.jpg,a photograph of a cat standing next to a statue in a yard,a photograph of a cat standing next to a statue of a dog
Sphynx_132.jpg,a photograph of a cat with a very large ears and a very short tail,a photograph of a cat with a very big ears and a very big nose
english_setter_103.jpg,a photograph of a dog with a collar looking up at the camera,a photograph of a dog with a collar looking up
scottish_terrier_165.jpg,a photograph of a black dog laying on a bed with a stuffed animal,a photograph of a small black dog laying on a bed
pug_189.jpg,a photograph of a black dog laying on a blue carpet,a photograph of a black dog laying on a blue carpet
staffordshire_bull_terrier_167.jpg,a photograph of a dog sitting on a couch in a living room,a photograph of a dog is standing in a living room
wheaten_terrier_135.jpg,a photograph of a small dog standing on a rug in a room,a photograph of a small white dog standing on a wooden floor
yorkshire_terrier_110.jpg,a photograph of a small dog laying on a pillow in a room,a photograph of a dog laying on a couch with a plant in the background
english_setter_113.jpg,a photograph of a dog standing in the woods with a frisbee in its mouth,a photograph of a dog standing in the woods looking at the camera
english_cocker_spaniel_131.jpg,a photograph of a black dog laying in the dirt with a frisbee in its mouth,a photograph of a black dog laying on the ground in the grass
Maine_Coon_167.jpg,a photograph of a cat laying on a couch with a pillow,a photograph of a cat laying on a couch with a pillow
pug_103.jpg,a photograph of a pug dog laying on a couch looking at the camera,a photograph of a pug dog is sitting on the floor
samoyed_131.jpg,a photograph of a white puppy laying in the grass with his tongue out,a photograph of a white puppy laying in the grass with its tongue out
British_Shorthair_134.jpg,a photograph of a grey cat sitting on a red chair,a photograph of a grey cat with yellow eyes sitting on a red cushion
saint_bernard_154.jpg,a photograph of a man standing next to a dog on a leash,a photograph of a man standing next to a dog on a leash
Ragdoll_161.jpg,a photograph of a white cat with blue eyes sitting on a floor,a photograph of a white cat laying on a rug on the floor
Sphynx_108.jpg,a photograph of a cat sitting inside of a dryer door,a photograph of a cat sitting inside of a dryer door
samoyed_18.jpg,a photograph of a white dog standing in a park with a bench,a photograph of a white dog with a long hair standing in front of a fence
chihuahua_177.jpg,a photograph of a small dog sitting on a rock next to a person,a photograph of a dog laying on a blanket with a stuffed animal
wheaten_terrier_166.jpg,a photograph of a dog standing in the snow with a person standing nearby,a photograph of a dog standing on its hind legs in the snow
japanese_chin_10.jpg,a photograph of a small dog wearing a bandana standing on a porch,a photograph of a small dog with a red bandana on its neck
pomeranian_127.jpg,a photograph of a small dog sitting on a wooden floor,a photograph of a small brown dog laying on a wooden floor
Persian_14.jpg,a photograph of a fluffy white cat with a sad look on its face,a photograph of a fluffy white cat with a sad look on its face
Ragdoll_183.jpg,a photograph of a cat with blue eyes sitting on a table,a photograph of a cat with blue eyes sitting on a chair
chihuahua_129.jpg,a photograph of a small dog sitting on a couch with a blanket,a photograph of a small dog sitting on a bed with a plaid blanket
english_cocker_spaniel_165.jpg,a photograph of a small dog sitting on a red rug next to a shoe,a photograph of a dog sitting on a red rug looking up
Abyssinian_145.jpg,a photograph of a cat laying on a couch with a white background,a photograph of a cat laying on a couch with a white background
great_pyrenees_157.jpg,a photograph of a white dog standing in front of a brick wall,a photograph of a white dog is standing on a brick walkway
japanese_chin_111.jpg,a photograph of a black and white dog sitting in a field of grass,a photograph of a black and white dog with a black nose
wheaten_terrier_11.jpg,a photograph of a shaggy dog standing in a field of leaves,a photograph of a dog with a collar standing in the grass
miniature_pinscher_124.jpg,a photograph of a dog is sitting in a box on a bed,a photograph of a dog laying in a box on a bed
german_shorthaired_121.jpg,a photograph of a dog sitting on a concrete floor next to a wooden fence,a photograph of a dog sitting on the ground in front of a window
wheaten_terrier_129.jpg,a photograph of a white dog standing on a leash in the leaves,a photograph of a white dog with a leash on a leash
pug_154.jpg,a photograph of a small pug dog standing on a wooden bench,a photograph of a pug dog standing on a wooden bench
keeshond_164.jpg,a photograph of a dog laying in the grass with its eyes closed,a photograph of a fluffy dog laying in the grass
american_pit_bull_terrier_155.jpg,a photograph of a dog laying on the floor next to a wooden stair,a photograph of a dog laying on the floor in a room
Bengal_177.jpg,a photograph of a cat laying on a bed with a pillow,a photograph of a cat laying on a bed with a pillow
great_pyrenees_168.jpg,a photograph of a white dog standing next to a bowl of food,a photograph of a dog standing on a bench in a yard
great_pyrenees_166.jpg,a photograph of a white dog sitting on a brick wall,a photograph of a white dog sitting in front of a brick wall
saint_bernard_186.jpg,a photograph of a dog laying down on a white surface,a photograph of a dog laying down on a white surface
Birman_16.jpg,a photograph of a cat with blue eyes laying on a bed,a photograph of a cat with blue eyes laying on a bed
american_bulldog_194.jpg,a photograph of a man holding a puppy in his arms,a photograph of a person holding a puppy in their arms
Sphynx_183.jpg,a photograph of a cat sitting on a couch in a living room,a photograph of a cat with a very big face standing in a living room
english_setter_183.jpg,a photograph of a dog sitting in the leaves near a tree,a photograph of a dog with a collar on standing in the woods
havanese_157.jpg,a photograph of a dog laying in the grass with a frisbee in its mouth,a photograph of a dog laying on the grass in a field
samoyed_149.jpg,a photograph of a white dog standing on a wooden deck,a photograph of a white dog standing on its hind legs
shiba_inu_107.jpg,a photograph of a dog laying on the floor under a couch,a photograph of a dog is sitting under a blanket on the floor
great_pyrenees_180.jpg,a photograph of a white dog sitting in the grass near a tree,a photograph of a white dog sitting on the ground next to a tree
Russian_Blue_142.jpg,a photograph of a cat sitting on a table next to a teapot,a photograph of a cat sitting on top of a tea pot
saint_bernard_103.jpg,a photograph of a dog laying on a wooden floor with its paw on the floor,a photograph of a dog laying on a wooden floor with its paw on the floor
Persian_156.jpg,a photograph of a fluffy cat sitting on a pink surface,a photograph of a fluffy cat sitting on a pink surface
Siamese_18.jpg,a photograph of a cat sitting in a wooden box with a tag on it,a photograph of a cat sitting in a wooden box with a red collar
Egyptian_Mau_195.jpg,a photograph of a cat sitting on a chair with a white background,a photograph of a cat sitting on a table looking at the camera
shiba_inu_150.jpg,a photograph of a dog sitting in the grass with a frisbee in its mouth,a photograph of a dog sitting in the grass with a leash
keeshond_17.jpg,a photograph of a puppy sitting in a pile of leaves,a photograph of a puppy sitting in a pile of leaves
Bengal_143.jpg,a photograph of a cat laying on a couch with its paw on the pillow,a photograph of a cat laying on a carpet with its paw on the floor
Birman_161.jpg,a photograph of a cat sitting on the dashboard of a car,a photograph of a cat sitting in the drivers seat of a car
pug_118.jpg,a photograph of a dog sitting on the floor in front of a christmas tree,a photograph of a dog standing on a wooden floor next to a christmas tree
Bombay_169.jpg,a photograph of a black cat with yellow eyes sitting on a bed,a photograph of a black cat with yellow eyes looking at the camera
leonberger_111.jpg,a photograph of two dogs sitting next to each other on a sidewalk,a photograph of a dog and a dog sitting next to each other
wheaten_terrier_139.jpg,a photograph of a dog laying on the floor with a stuffed animal,a photograph of a dog laying on the floor with a stuffed animal
yorkshire_terrier_128.jpg,a photograph of a small dog with a yellow bow on its head,a photograph of a dog with a yellow flower on its head
Siamese_155.jpg,a photograph of a cat with its mouth open and its shadow on the wall,a photograph of a cat with its mouth open and its shadow on the wall
Bombay_174.jpg,a photograph of a black cat sitting on a counter top,a photograph of a black cat sitting on top of a sink
Russian_Blue_12.jpg,a photograph of a cat with green eyes looking at the camera,a photograph of a cat with green eyes looking up
pug_138.jpg,a photograph of a pug dog sitting on a wooden bench,a photograph of a pug dog with a sad look on his face
basset_hound_162.jpg,a photograph of a dog sitting in the grass near a fence,a photograph of a dog sitting in the grass near a fence
Birman_145.jpg,a photograph of a cat walking in the grass near a house,a photograph of a cat walking in the grass near a bush
Russian_Blue_123.jpg,a photograph of a cat sitting on a rock in a garden,a photograph of a cat sitting on a log in a garden
Abyssinian_177.jpg,a photograph of a cat sitting on a white surface with a brown background,a photograph of a cat sitting on a table looking at the camera
english_cocker_spaniel_143.jpg,a photograph of a dog laying on the ground under a bench,a photograph of a dog laying under a bench with a person's feet
Birman_156.jpg,a photograph of a cat sitting on a tiled floor next to a plant,a photograph of a cat sitting on a tiled floor looking at the camera
pomeranian_152.jpg,a photograph of a small dog standing on the floor next to a bag of treats,a photograph of a small dog is standing in a box
english_setter_121.jpg,a photograph of a white dog sitting on the ground next to a car,a photograph of a dog sitting on the side of a road
scottish_terrier_14.jpg,a photograph of a dog laying down in the middle of a dirt road,a photograph of a black dog laying on a dirt road
Abyssinian_172.jpg,a photograph of a cat sitting on a white surface looking at the camera,a photograph of a cat sitting on a white surface looking at the camera
Persian_185.jpg,a photograph of a white cat sitting on a black couch,a photograph of a white cat sitting on a black couch
shiba_inu_106.jpg,a photograph of a dog laying on a blanket with a small orange,a photograph of a dog sitting on a blanket with a ball
Persian_137.jpg,a photograph of a fluffy cat sitting on a white blanket,a photograph of a fluffy cat sitting on a white blanket
keeshond_153.jpg,a photograph of a dog laying on a rug in a living room,a photograph of a dog laying on the floor with its tongue out
shiba_inu_12.jpg,a photograph of a dog standing on a porch with a person sitting on the porch,a photograph of a dog is standing on a porch outside
miniature_pinscher_162.jpg,a photograph of a dog sitting on a bed with a collar around its neck,a photograph of a dog with a collar on standing in front of a computer
beagle_178.jpg,a photograph of a dog laying on the floor in front of a tv,a photograph of a dog laying on the floor with its head up
Birman_181.jpg,a photograph of a cat with blue eyes sitting on a table,a photograph of a cat with blue eyes sitting in a hole
